Issuer Name,Symbol,Reason,news_title,news_link,news_abstract,pos_sentiment_score,neg_sentiment_score,sentiment_label
"BSB Bancorp, Inc.",BLMT,Acquisition/Merger,"BSB Bancorp, Inc. Reports 2017 Results - Year Over Year Earnings Growth of 20% - PR Newswire",https://www.prnewswire.com/news-releases/bsb-bancorp-inc-reports-2017-results--year-over-year-earnings-growth-of-20-300596023.html,"BELMONT, Mass., Feb. 8, 2018 /PRNewswire/ -- BSB Bancorp, Inc. (NASDAQ-BLMT) (the ""Company""), the holding company for Belmont Savings Bank (the ...",0.4381875030357414,0.5618124969642586,Negative
"BSB Bancorp, Inc.",BLMT,Acquisition/Merger,"Bragar Eagel & Squire, P.C. Reminds Investors that it is Investigating the Boards of Directors of Hamilton, BSB Bancorp, Tribune Media, and Sparton on Behalf of Stockholders and Encourages Investors to Contact the Firm",https://globenewswire.com//news-release/2019/02/10/1716286/0/en/Bragar-Eagel-Squire-P-C-Reminds-Investors-that-it-is-Investigating-the-Boards-of-Directors-of-Hamilton-BSB-Bancorp-Tribune-Media-and-Sparton-on-Behalf-of-Stockholders-and-Encourage.html,"NEW YORK, Feb.  10, 2019  (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C. reminds investors that it is investigating potential claims on behalf of stockholders of Hamilton Bancorp, Inc., BSB...",0.32752175981108345,0.6724782401889166,Negative
"Blue Hills Bancorp, Inc.",BHBK,Acquisition/Merger,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
"Blue Hills Bancorp, Inc.",BHBK,Acquisition/Merger,"Independent Bank Corp. and Blue Hills Bancorp, Inc. Report Receipt of Regulatory Approvals and Anticipated Closing Date",https://globenewswire.com//news-release/2019/03/26/1768482/0/en/Independent-Bank-Corp-and-Blue-Hills-Bancorp-Inc-Report-Receipt-of-Regulatory-Approvals-and-Anticipated-Closing-Date.html,"ROCKLAND, Mass. and NORWOOD, Mass., March  26, 2019  (GLOBE NEWSWIRE) -- Independent Bank Corp. (NASDAQ: INDB) (“Independent”), parent of Rockland Trust Company, and Blue Hills Bancorp, Inc. (NASDAQ:...",0.4666527936207992,0.5333472063792009,Negative
Elbit Imaging Ltd.,EMITF,Regulatory/Non Compliance,ELBIT IMAGING ANNOUNCES SUSPENSION OF TRADING OF ITS ORDINARY SHARES ON NASDAQ - GlobeNewswire,https://globenewswire.com/news-release/2019/02/07/1713713/0/en/ELBIT-IMAGING-ANNOUNCES-SUSPENSION-OF-TRADING-OF-ITS-ORDINARY-SHARES-ON-NASDAQ.html,"Tel Aviv, Israel, Feb. 07, 2019 (GLOBE NEWSWIRE) -- Elbit Imaging Ltd. (“EI” or the “Company”) (TASE, NASDAQ: EMITF) announced today that it received a ...",0.32573559197281304,0.6742644080271869,Negative
Elbit Imaging Ltd.,EMITF,Regulatory/Non Compliance,"ELBIT IMAGING ANNOUNCES UPDATE REGARDING THE AGREEMENT TO SELL ITS PROJECT IN KOCHI, INDIA",https://globenewswire.com//news-release/2019/04/01/1790871/0/en/ELBIT-IMAGING-ANNOUNCES-UPDATE-REGARDING-THE-AGREEMENT-TO-SELL-ITS-PROJECT-IN-KOCHI-INDIA.html,"Tel Aviv, Israel, April  01, 2019  (GLOBE NEWSWIRE) -- Elbit Imaging Ltd. (“EI” or the “Company”) (TASE, NASDAQ: EMITF) announced today, further to its press release dated January 8,2019, that the...",0.5114056067728185,0.48859439322718146,Positive
Gabelli NextShares Trust,FOANC,Liquidation,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
Gabelli NextShares Trust,GRBIC,Liquidation,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
Gabelli NextShares Trust,MOGLC,Liquidation,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
Gabelli NextShares Trust,PETZC,Liquidation,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
Helios and Matheson Analytics Inc,HMNY,Regulatory/Non Compliance,MoviePass Owner Helios & Matheson to Restate Financial Results - The Wall Street Journal,"https://www.wsj.com/articles/moviepass-owner-helios-matheson-to-restate-financial-results-11552411550"" target=""_blank"">MoviePass Owner Helios & Matheson to Restate Financial Results</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Wall Street Journal</font></li><li><a href=""https://www.bloomberg.com/news/articles/2019-03-12/moviepass-stumbles-anew-after-restating-subscriber-revenue"" target=""_blank"">MoviePass (HMNY) Stumbles After Restating Subscriber Revenue</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font></li><li><a href=""https://www.businessinsider.com/moviepass-parent-company-says-it-underestimated-losses-2019-3"" target=""_blank"">MoviePass' parent company admits investors can't rely on some of its previous financial statements, and says it underestimated losses</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Insider</font></li><li><a href=""https://www.marketwatch.com/story/moviepass-parent-helios-matheson-losses-widen-after-restatement-resulting-from-erroneous-recognition-of-revenue-2019-03-12"" target=""_blank"">MoviePass parent Helios & Matheson losses widen after restatement resulting from 'erroneous recognition' of revenue</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarketWatch</font></li><li><a href=""https://marketexclusive.com/helios-and-matheson-analytics-inc-nasdaqhmny-files-an-8-k-non-reliance-on-previously-issued-financial-statements-or-a-related-audit-report-or-completed-interim-review/2019/03/"" target=""_blank"">HELIOS AND MATHESON ANALYTICS INC. (NASDAQ:HMNY) Files An 8-K Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Market Exclusive</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWl6cTlMYWpZQU1FYWNhYTVVakJMX3hLQUFQAQ?oc=5",,0.5751243617115552,0.42487563828844477,Positive
Helios and Matheson Analytics Inc,HMNY,Regulatory/Non Compliance,"Consolidated Research: 2018 Summary Expectations for Comcast, Avnet, NIKE, Helios and Matheson Analytics, Quest Diagnostics, and Nevsun Resources — Fundamental Analysis, Key Performance Indications",https://globenewswire.com//news-release/2018/12/07/1663754/0/en/Consolidated-Research-2018-Summary-Expectations-for-Comcast-Avnet-NIKE-Helios-and-Matheson-Analytics-Quest-Diagnostics-and-Nevsun-Resources-Fundamental-Analysis-Key-Performance-Ind.html,"NEW YORK, Dec.  07, 2018  (GLOBE NEWSWIRE) -- In new independent research reports released early this morning, Market Source Research released its latest key findings for all current investors,...",0.4784383303551394,0.5215616696448606,Negative
HomeTown Bankshares Corporation,HMTA,Acquisition/Merger,"Adirondack Trust Co Has Boosted By $314,545 Its Nvidia Corp. (NVDA) Position; Hometown Bankshares (HMTA)'s Sentiment Is 0.73 - The FinExaminer",https://finexaminer.com/2019/03/08/adirondack-trust-co-has-boosted-by-314545-its-nvidia-corp-nvda-position-hometown-bankshares-hmtas-sentiment-is-0-73/,Adirondack Trust Co increased Nvidia Corp. (NVDA) stake by 500% reported in 2018Q4 SEC filing. Adirondack Trust Co acquired 2365 shares as Nvidia Corp.,0.3722059391664383,0.6277940608335617,Negative
HomeTown Bankshares Corporation,HMTA,Acquisition/Merger,American National Bankshares Inc. and HomeTown Bankshares Corporation Announce Shareholder Approvals for Proposed Merger,https://globenewswire.com//news-release/2019/03/20/1758127/0/en/American-National-Bankshares-Inc-and-HomeTown-Bankshares-Corporation-Announce-Shareholder-Approvals-for-Proposed-Merger.html,"DANVILLE, Va., March  20, 2019  (GLOBE NEWSWIRE) -- American National Bankshares Inc. (Nasdaq: AMNB – “American”) headquartered in Danville, Va., and HomeTown Bankshares Corporation (Nasdaq: HMTA –...",0.3782257328379994,0.6217742671620006,Negative
"Integrated Device Technology, Inc.",IDTI,Acquisition/Merger,"Pinnacle Associates LTD Raised By $429,856 Its Nvidia (NVDA) Holding; Discovery – Series A (DISCA) SI Increased By 8.36% - Port Courier",https://portcourier.com/2019/03/31/pinnacle-associates-ltd-raised-by-429856-its-nvidia-nvda-holding-discovery-series-a-disca-si-increased-by-8-36/,Pinnacle Associates Ltd increased Nvidia Corp (NVDA) stake by 18.47% reported in 2018Q4 SEC filing. Pinnacle Associates Ltd acquired 3232 shares as ...,0.5596288008787879,0.44037119912121214,Positive
"Integrated Device Technology, Inc.",IDTI,Acquisition/Merger,"Research Report Identifies Spirit Airlines, Integrated Device Technology, Editas Medicine, MACOM Technology Solutions, Taylor Morrison Home, and Brunswick with Renewed Outlook — Fundamental Analysis, Calculating Forward Movement",https://globenewswire.com//news-release/2019/03/26/1767462/0/en/Research-Report-Identifies-Spirit-Airlines-Integrated-Device-Technology-Editas-Medicine-MACOM-Technology-Solutions-Taylor-Morrison-Home-and-Brunswick-with-Renewed-Outlook-Fundament.html,"NEW YORK, March  26, 2019  (GLOBE NEWSWIRE) -- In new independent research reports released early this morning, Fundamental Markets released its latest key findings for all current investors, traders,...",0.22727372801970783,0.7727262719802922,Negative
Intellipharmaceutics International Inc.,IPCI,Regulatory/Non Compliance,Intellipharmaceutics Receives Nasdaq Listing Determination; To Begin Trading on the OTC Markets System - Associated Press,https://www.apnews.com/ACCESSWIRE/3a69f5961c83e22cace77efa3a76bd04,This *content* is a press release from our partner ACCESSWIRE. The AP newsroom and editorial departments were not involved in its creation.,0.38505565074400777,0.6149443492559923,Negative
Intellipharmaceutics International Inc.,IPCI,Regulatory/Non Compliance,IPCI ALERT: Rosen Law Firm Reminds Intellipharmaceutics International Inc. Investors of Important Deadline in Class Action – IPCI,https://globenewswire.com//news-release/2017/09/13/1120539/0/en/IPCI-ALERT-Rosen-Law-Firm-Reminds-Intellipharmaceutics-International-Inc-Investors-of-Important-Deadline-in-Class-Action-IPCI.html,"NEW YORK, Sept.  13, 2017  (GLOBE NEWSWIRE) -- Rosen Law Firm, a global investor rights law firm, reminds purchasers of the securities of Intellipharmaceutics International Inc. (NASDAQ: IPCI) from...",0.07130123630465686,0.9286987636953431,Negative
MB Financial Inc.,MBFI,Acquisition/Merger,"MB Financial, Inc. Announces Intent to Voluntarily Delist and Deregister Series C Preferred Depositary Shares upon Completion of Merger with Fifth Third Bancorp - GlobeNewswire",https://globenewswire.com/news-release/2019/03/11/1751485/0/en/MB-Financial-Inc-Announces-Intent-to-Voluntarily-Delist-and-Deregister-Series-C-Preferred-Depositary-Shares-upon-Completion-of-Merger-with-Fifth-Third-Bancorp.html,"CHICAGO, March 11, 2019 (GLOBE NEWSWIRE) -- MB Financial, Inc. (the “Company”) (NASDAQ: MBFI) announced today that it has submitted written notice to ...",0.10633563456036532,0.8936643654396347,Negative
MB Financial Inc.,MBFI,Acquisition/Merger,"MB Financial, Inc. Announces Intent to Voluntarily Delist and Deregister Series C Preferred Depositary Shares upon Completion of Merger with Fifth Third Bancorp",https://globenewswire.com//news-release/2019/03/11/1751485/0/en/MB-Financial-Inc-Announces-Intent-to-Voluntarily-Delist-and-Deregister-Series-C-Preferred-Depositary-Shares-upon-Completion-of-Merger-with-Fifth-Third-Bancorp.html,"CHICAGO, March  11, 2019  (GLOBE NEWSWIRE) -- MB Financial, Inc. (the “Company”) (NASDAQ: MBFI) announced today that it has submitted written notice to the NASDAQ Stock Market (“NASDAQ”) of its...",0.10633563456036532,0.8936643654396347,Negative
MB Financial Inc.,MBFIO,Other,"MB Financial, Inc. Announces Intent to Voluntarily Delist and Deregister Series C Preferred Depositary Shares upon Completion of Merger with Fifth Third Bancorp - GlobeNewswire",https://globenewswire.com/news-release/2019/03/11/1751485/0/en/MB-Financial-Inc-Announces-Intent-to-Voluntarily-Delist-and-Deregister-Series-C-Preferred-Depositary-Shares-upon-Completion-of-Merger-with-Fifth-Third-Bancorp.html,"CHICAGO, March 11, 2019 (GLOBE NEWSWIRE) -- MB Financial, Inc. (the “Company”) (NASDAQ: MBFI) announced today that it has submitted written notice to ...",0.10633563456036532,0.8936643654396347,Negative
MB Financial Inc.,MBFIO,Other,"MB Financial, Inc. Announces Intent to Voluntarily Delist and Deregister Series C Preferred Depositary Shares upon Completion of Merger with Fifth Third Bancorp",https://globenewswire.com//news-release/2019/03/11/1751485/0/en/MB-Financial-Inc-Announces-Intent-to-Voluntarily-Delist-and-Deregister-Series-C-Preferred-Depositary-Shares-upon-Completion-of-Merger-with-Fifth-Third-Bancorp.html,"CHICAGO, March  11, 2019  (GLOBE NEWSWIRE) -- MB Financial, Inc. (the “Company”) (NASDAQ: MBFI) announced today that it has submitted written notice to the NASDAQ Stock Market (“NASDAQ”) of its...",0.10633563456036532,0.8936643654396347,Negative
National Commerce Corporation,NCOM,Acquisition/Merger,NATIONAL COMMERCE CORPORATION (NASDAQ:NCOM) Files An 8-K Completion of Acquisition or Disposition of Assets - Market Exclusive,https://marketexclusive.com/national-commerce-corporation-nasdaqncom-files-an-8-k-completion-of-acquisition-or-disposition-of-assets-5/2019/04/,NATIONAL COMMERCE CORPORATION (NASDAQ:NCOM) Files An 8-K Completion of Acquisition or Disposition of Assets Item 2.01.Completion of Acquisition ...,0.2799021487896276,0.7200978512103724,Negative
National Commerce Corporation,NCOM,Acquisition/Merger,"Consolidated Research: 2019 Summary Expectations for Penn National Gaming, Nomad Foods, Americold Realty Trust, Cboe Global Markets, Eagle Pharmaceuticals, and National Commerce — Fundamental Analysis, Key Performance Indications",https://globenewswire.com//news-release/2019/03/28/1781171/0/en/Consolidated-Research-2019-Summary-Expectations-for-Penn-National-Gaming-Nomad-Foods-Americold-Realty-Trust-Cboe-Global-Markets-Eagle-Pharmaceuticals-and-National-Commerce-Fundamen.html,"NEW YORK, March  28, 2019  (GLOBE NEWSWIRE) -- In new independent research reports released early this morning, Capital Review released its latest key findings for all current investors, traders, and...",0.5852207573376447,0.41477924266235533,Positive
"One Horizon Group, Inc.",OHGI,Company Choice/Regulatory Matter Pending,European Banks Sitting on �1tn “Mountain” of Bad Debt - NASDAQ Times,http://nasdaqtimes.com/european-banks-sitting-on-%EF%BF%BD1tn-mountain-of-bad-debt/,"A business (also known as an enterprise, a company or a firm) is an organizational entity involved in the provision of goods and services to consumers.",0.03910489675467069,0.9608951032453293,Negative
"One Horizon Group, Inc.",OHGI,Company Choice/Regulatory Matter Pending,One Horizon Group Announces Preliminary Agreement to Acquire Redspots Creative,https://globenewswire.com//news-release/2019/03/28/1781338/0/en/One-Horizon-Group-Announces-Preliminary-Agreement-to-Acquire-Redspots-Creative.html,"MIAMI, March  28, 2019  (GLOBE NEWSWIRE) -- One Horizon Group, Inc. (OTCQB: OHGI) (the “Company”) today announced that it has entered into a preliminary, non-binding agreement to acquire a majority...",0.7268886065007124,0.2731113934992876,Positive
"PHI, Inc.",PHII,Regulatory/Non Compliance,"Helicopter Company Backed by Soros, Dell Files for Bankruptcy - Bloomberg",https://www.bloomberg.com/news/articles/2018-11-26/helicopter-company-backed-by-soros-dell-flies-into-chapter-11,"When an Irish helicopter company raised $375 million in 2013 from backers including funds controlled by George Soros and Michael Dell, the plan was to build ...",0.30488946424471386,0.6951105357552861,Negative
"PHI, Inc.",PHII,Regulatory/Non Compliance,"Major PHI, Inc. Shareholder Issues Open Letter to Management",https://globenewswire.com//news-release/2019/02/19/1734138/0/en/Major-PHI-Inc-Shareholder-Issues-Open-Letter-to-Management.html,"LA PORTE, Ind., Feb.  19, 2019  (GLOBE NEWSWIRE) -- One of PHI, Inc.'s [Nasdaq: PHIIK, PHII] largest shareholders, Timothy Stabosz, who owns roughly 11% of the company's non-voting (PHIIK) shares,...",0.2274991967204673,0.7725008032795326,Negative
"PHI, Inc.",PHIIK,Regulatory/Non Compliance,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.27% - Investing.com,https://www.investing.com/news/stock-market-news/us-stocks-lower-at-close-of-trade-dow-jones-industrial-average-down-027-1794680,"Investing.com – U.S. stocks were lower after the close on Thursday, as losses in the Basic Materials, Oil & Gas and Technology sectors led shares lower.",0.07381075722211058,0.9261892427778894,Negative
"PHI, Inc.",PHIIK,Regulatory/Non Compliance,"Major PHI, Inc. Shareholder Issues Open Letter to Management",https://globenewswire.com//news-release/2019/02/19/1734138/0/en/Major-PHI-Inc-Shareholder-Issues-Open-Letter-to-Management.html,"LA PORTE, Ind., Feb.  19, 2019  (GLOBE NEWSWIRE) -- One of PHI, Inc.'s [Nasdaq: PHIIK, PHII] largest shareholders, Timothy Stabosz, who owns roughly 11% of the company's non-voting (PHIIK) shares,...",0.2274991967204673,0.7725008032795326,Negative
"Pernix Therapeutics Holdings, Inc.",PTX,Regulatory/Non Compliance,Pernix Therapeutics Reports Fourth Quarter and Full Year 2017 Financial Results - GlobeNewswire,https://globenewswire.com/news-release/2018/03/08/1418745/0/en/Pernix-Therapeutics-Reports-Fourth-Quarter-and-Full-Year-2017-Financial-Results.html,"MORRISTOWN, N.J., March 08, 2018 (GLOBE NEWSWIRE) -- Pernix Therapeutics Holdings, Inc. (NASDAQ:PTX), a specialty pharmaceutical company, ...",0.35761300574717125,0.6423869942528287,Negative
"Pernix Therapeutics Holdings, Inc.",PTX,Regulatory/Non Compliance,"Pernix Therapeutics Holdings, Inc. Enters into Asset Purchase Agreement with Certain Funds Managed by Highbridge Capital Management",https://globenewswire.com//news-release/2019/02/19/1734397/0/en/Pernix-Therapeutics-Holdings-Inc-Enters-into-Asset-Purchase-Agreement-with-Certain-Funds-Managed-by-Highbridge-Capital-Management.html,Transaction that includes the sale of substantially all of Pernix’s assets to be valued at $75.6 million              Pernix voluntarily files for Chapter 11 protection   Pernix intends to continue to...,0.46094496302099364,0.5390550369790064,Negative
"Priority Technology Holdings, Inc.",PRTHU,Regulatory/Non Compliance,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
"Priority Technology Holdings, Inc.",PRTHW,Regulatory/Non Compliance,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
Saban Capital Acquisition Corp.,SCAC,Liquidation,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
Saban Capital Acquisition Corp.,SCACU,Liquidation,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
Saban Capital Acquisition Corp.,SCACW,Liquidation,Utilitywise plc No return to Shareholders - DirectorsTalk Interviews,https://www.directorstalkinterviews.com/utilitywise-plc-no-return-to-shareholders/412767199,"Utilitywise plc (LON: UTW) have announced today that, further to the Company's announcement of 13 February 2019, Andrew James Johnson and Chad Griffin,",0.4337142290042094,0.5662857709957906,Negative
Simplicity Esports and Gaming Company,WINR,Regulatory/Non Compliance,2016 Console Showdown: Xbox One Vs PlayStation 4 - Lifehacker Australia,https://www.lifehacker.com.au/2016/12/2016-console-showdown-xbox-one-vs-playstation-4/,"2016 was a truly massive year for the PlayStation 4 and Xbox One. Both consoles received significant hardware upgrades, bringing the total number on the ...",0.4878366733644865,0.5121633266355134,Negative
Simplicity Esports and Gaming Company,WINR,Regulatory/Non Compliance,Simplicity Esports and Gaming Company Announces Commencement of Franchise Strategy and Acceleration of Esports Center Openings,https://globenewswire.com//news-release/2019/03/28/1781248/0/en/Simplicity-Esports-and-Gaming-Company-Announces-Commencement-of-Franchise-Strategy-and-Acceleration-of-Esports-Center-Openings.html,"NEW YORK, March  28, 2019  (GLOBE NEWSWIRE) -- Simplicity Esports and Gaming Company (OTCQB: WINR) (the “Company”), announced it has identified locations for its first five corporate owned retail...",0.6382605086257802,0.3617394913742198,Positive
Simplicity Esports and Gaming Company,WINRW,Regulatory/Non Compliance,Rossignol wants to become an all-year brand - ISPO,https://www.ispo.com/en/companies/rossignol-wants-become-all-year-brand,Rossignol is making the transition from a pure ski specialist to an outdoor all-rounder with bike ambitions. CEO Bruno Cercley explains the company's strategy in ...,0.40019956349809643,0.5998004365019036,Negative
Simplicity Esports and Gaming Company,WINRW,Regulatory/Non Compliance,Simplicity Esports and Gaming Company Announces New Commencement Date for Trading Under its New Ticker Symbols,https://globenewswire.com//news-release/2019/01/09/1685836/0/en/Simplicity-Esports-and-Gaming-Company-Announces-New-Commencement-Date-for-Trading-Under-its-New-Ticker-Symbols.html,"NEW YORK, Jan.  09, 2019  (GLOBE NEWSWIRE) -- Simplicity Esports and Gaming Company, formerly known as SMAAASH Entertainment Inc. (NASDAQ: SMSH) (the “Company”), announced today that the date for the...",0.7073130500512287,0.2926869499487713,Positive
"Synergy Pharmaceuticals, Inc.",SGYP,Regulatory/Non Compliance,SYNERGY PHARMACEUTICALS INC. (NASDAQ:SGYP) Files An 8-K Notice of Delisting or Failure to Satisfy a Continued Listing Rule or Standard; Transfer of Listing - Market Exclusive,https://marketexclusive.com/synergy-pharmaceuticals-inc-nasdaqsgyp-files-an-8-k-notice-of-delisting-or-failure-to-satisfy-a-continued-listing-rule-or-standard-transfer-of-listing/2018/12/,SYNERGY PHARMACEUTICALS INC. (NASDAQ:SGYP) Files An 8-K Notice of Delisting or Failure to Satisfy a Continued Listing Rule or Standard; Transfer of ...,0.05095562373377386,0.9490443762662262,Negative
"Synergy Pharmaceuticals, Inc.",SGYP,Regulatory/Non Compliance,"Bronstein, Gewirtz & Grossman, LLC Class Action  Update  - UXIN, SGYP & MHLD",https://globenewswire.com//news-release/2019/03/29/1789729/0/en/Bronstein-Gewirtz-Grossman-LLC-Class-Action-Update-UXIN-SGYP-MHLD.html,"NEW YORK, March  29, 2019  (GLOBE NEWSWIRE) -- Attorney Advertising -- Bronstein, Gewirtz & Grossman, LLC reminds investors that a class action lawsuit has been filed against the following...",0.23669081593164829,0.7633091840683517,Negative
"Truett-Hurst, Inc.",THST,Other,Truett-Hurst (THST) to voluntarily delist its Class A common stock from NASDAQ - StreetInsider.com,https://www.streetinsider.com/Corporate+News/Truett-Hurst+%28THST%29+to+voluntarily+delist+its+Class+A+common+stock+from+NASDAQ/15237913.html,"Get instant alerts when news breaks on your stocks. Claim your 2-week free trial to StreetInsider Premium here. Truett-Hurst, Inc. (NASDAQ: THST) today ...",0.19422417485472437,0.8057758251452756,Negative
"Truett-Hurst, Inc.",THST,Other,"Research Report Identifies Synlogic, Consolidated Water Co., AeroCentury, Tecogen, Truett-Hurst, and Marchex with Renewed Outlook — Fundamental Analysis, Calculating Forward Movement",https://globenewswire.com//news-release/2018/11/23/1656067/0/en/Research-Report-Identifies-Synlogic-Consolidated-Water-Co-AeroCentury-Tecogen-Truett-Hurst-and-Marchex-with-Renewed-Outlook-Fundamental-Analysis-Calculating-Forward-Movement.html,"NEW YORK, Nov.  23, 2018  (GLOBE NEWSWIRE) -- In new independent research reports released early this morning, Market Source Research released its latest key findings for all current investors,...",0.2637332314825586,0.7362667685174413,Negative
"Twenty-First Century Fox, Inc.",TFCF,Acquisition/Merger,"The Walt Disney Company to Acquire Twenty-First Century Fox, Inc., Issues Press Release - Animated Times",https://www.animatedtimes.com/the-walt-disney-company-to-acquire-twenty-first-century-fox-inc-issues-press-release/,"Disney and 21st Century Fox's deal will be official, making 20th Century Fox and other assets a part of Walt Disney. 20th Century Fox issued a press release with ...",0.22267910569133553,0.7773208943086645,Negative
"Twenty-First Century Fox, Inc.",TFCFA,Acquisition/Merger,"The Walt Disney Company to Acquire Twenty-First Century Fox, Inc., Issues Press Release - Animated Times",https://www.animatedtimes.com/the-walt-disney-company-to-acquire-twenty-first-century-fox-inc-issues-press-release/,"Disney and 21st Century Fox's deal will be official, making 20th Century Fox and other assets a part of Walt Disney. 20th Century Fox issued a press release with ...",0.22267910569133553,0.7773208943086645,Negative
"Windstream Holdings, Inc.",WIN,Regulatory/Non Compliance,"Windstream to be delisted next week from Nasdaq, will no trade 'over-the-counter' - KATV",http://katv.com/news/local/windstream-to-be-delisted-next-week-from-nasdaq-will-no-trade-over-the-counter,"(TALK BUSINESS & POLITICS) Once a high-flying Fortune 500 concern with revenues exceeding $6 billion, Windstream Holdings Inc. will be delisted from the ...",0.3136870384598852,0.6863129615401148,Negative
"Windstream Holdings, Inc.",WIN,Regulatory/Non Compliance,Windstream Enterprise receives Avaya 2019 Innovation Partner of the Year Award,https://globenewswire.com//news-release/2019/03/05/1748174/0/en/Windstream-Enterprise-receives-Avaya-2019-Innovation-Partner-of-the-Year-Award.html,"LITTLE ROCK, Ark., March  05, 2019  (GLOBE NEWSWIRE) -- Windstream Enterprise (WE), a leading supplier of advanced network communications, announced today that Avaya, a global leader in contact center...",0.4399932581521129,0.5600067418478871,Negative
